"NYC_extract.DBA";"NYC_extract.TripAdvisor.URL";"NYC_extract.INSPECTION.DATE";"NYC_extract.VIOLATION.DESCRIPTION";"NYC_extract.SCORE";"NYC_extract.GRADE"
"286202";"PIZZA ROLLIO";"https://www.tripadvisor.com/Restaurant_Review-g60763-d7596842-Reviews-Pizza_Rollio-New_York_City_New_York.html";"07/27/2017";"Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.";29;""
"286224";"MASTRO'S STEAKHOUSE";"https://www.tripadvisor.com/Restaurant_Review-g60763-d7231880-Reviews-Mastro_s_Steakhouse-New_York_City_New_York.html";"07/27/2017";"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.";32;""
"286226";"KESTE PIZZA & VINO";"https://www.tripadvisor.com/Restaurant_Review-g60763-d1450822-Reviews-Keste_Pizza_Vino-New_York_City_New_York.html";"07/27/2017";"Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.";13;"A"
"286238";"KESTE PIZZA & VINO";"https://www.tripadvisor.com/Restaurant_Review-g60763-d1450822-Reviews-Keste_Pizza_Vino-New_York_City_New_York.html";"07/27/2017";"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.";13;"A"
"286318";"MASTRO'S STEAKHOUSE";"https://www.tripadvisor.com/Restaurant_Review-g60763-d7231880-Reviews-Mastro_s_Steakhouse-New_York_City_New_York.html";"07/27/2017";"Hot food item not held at or above 140Âº F.";32;""
"286367";"MASTRO'S STEAKHOUSE";"https://www.tripadvisor.com/Restaurant_Review-g60763-d7231880-Reviews-Mastro_s_Steakhouse-New_York_City_New_York.html";"07/27/2017";"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.";32;""
"286369";"JOHN'S PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d457778-Reviews-John_s_of_Times_Square-New_York_City_New_York.html";"07/27/2018";"Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.";30;""
"286395";"JOHN'S PIZZERIA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d492818-Reviews-John_s_of_Bleecker_Street-New_York_City_New_York.html";"07/27/2018";"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.";10;"A"
"286539";"LA NOSTRA PIZZERIA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d4278942-Reviews-La_Nostra_Pizzeria-New_York_City_New_York.html";"07/27/2018";"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.";32;""
"286620";"JOHN'S PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d457778-Reviews-John_s_of_Times_Square-New_York_City_New_York.html";"07/27/2018";"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.";30;""
"286663";"JOHN'S PIZZERIA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d492818-Reviews-John_s_of_Bleecker_Street-New_York_City_New_York.html";"07/27/2018";"Hot food item not held at or above 140Âº F.";10;"A"
"286780";"UNCLE PAULS PIZZA NY";"https://www.tripadvisor.com/Restaurant_Review-g60763-d3318799-Reviews-Uncle_Paul_s_Pizza-New_York_City_New_York.html";"07/27/2018";"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.";11;"A"
"286854";"LA NOSTRA PIZZERIA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d4278942-Reviews-La_Nostra_Pizzeria-New_York_City_New_York.html";"07/27/2018";"Hot food item not held at or above 140Âº F.";32;""
"286858";"JOHN'S PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d457778-Reviews-John_s_of_Times_Square-New_York_City_New_York.html";"07/27/2018";"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.";30;""
"286866";"99 CENT TASTY & FRESH PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d21127823-Reviews-99_Cent_Fresh_Pizza-New_York_City_New_York.html";"07/27/2018";"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.";13;""
"286997";"CAFE VIVA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d967818-Reviews-Cafe_Viva_Gourmet_Pizza-New_York_City_New_York.html";"07/27/2018";"Food Protection Certificate not held by supervisor of food operations.";26;""
"287020";"CAFE VIVA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d967818-Reviews-Cafe_Viva_Gourmet_Pizza-New_York_City_New_York.html";"07/27/2018";"Hot food item not held at or above 140Âº F.";26;""
"287113";"SBARRO";"https://www.tripadvisor.com/Restaurant_Review-g60763-d4248827-Reviews-Sbarro-New_York_City_New_York.html";"07/27/2018";"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.";11;"A"
"287139";"MEDITERRANEO PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d11837684-Reviews-Mediterraneo_Pizza-New_York_City_New_York.html";"07/27/2018";"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.";7;"A"
"287173";"MEDITERRANEO PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d11837684-Reviews-Mediterraneo_Pizza-New_York_City_New_York.html";"07/27/2018";"Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.";7;"A"
"287329";"JOHN'S PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d457778-Reviews-John_s_of_Times_Square-New_York_City_New_York.html";"07/27/2018";"Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.";30;""
"287330";"SBARRO";"https://www.tripadvisor.com/Restaurant_Review-g60763-d4248827-Reviews-Sbarro-New_York_City_New_York.html";"07/27/2018";"Hot food item not held at or above 140Âº F.";11;"A"
"287338";"LA NOSTRA PIZZERIA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d4278942-Reviews-La_Nostra_Pizzeria-New_York_City_New_York.html";"07/27/2018";"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.";32;""
"287348";"UNCLE PAULS PIZZA NY";"https://www.tripadvisor.com/Restaurant_Review-g60763-d3318799-Reviews-Uncle_Paul_s_Pizza-New_York_City_New_York.html";"07/27/2018";"Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.";11;"A"
"287419";"CAFE VIVA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d967818-Reviews-Cafe_Viva_Gourmet_Pizza-New_York_City_New_York.html";"07/27/2018";"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilityâ€™s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.";26;""
"287512";"JOHN'S PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d457778-Reviews-John_s_of_Times_Square-New_York_City_New_York.html";"07/27/2018";"Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.";30;""
"287537";"JOHN'S PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d457778-Reviews-John_s_of_Times_Square-New_York_City_New_York.html";"07/27/2018";"Evidence of mice or live mice present in facility's food and/or non-food areas.";30;""
"287581";"LA NOSTRA PIZZERIA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d4278942-Reviews-La_Nostra_Pizzeria-New_York_City_New_York.html";"07/27/2018";"Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.";32;""
"287605";"SBARRO";"https://www.tripadvisor.com/Restaurant_Review-g60763-d4248827-Reviews-Sbarro-New_York_City_New_York.html";"07/27/2018";"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.";11;"A"
"287617";"99 CENT TASTY & FRESH PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d21127823-Reviews-99_Cent_Fresh_Pizza-New_York_City_New_York.html";"07/27/2018";"Single service item reused, improperly stored, dispensed; not used when required.";13;""
"287684";"UNCLE PAULS PIZZA NY";"https://www.tripadvisor.com/Restaurant_Review-g60763-d3318799-Reviews-Uncle_Paul_s_Pizza-New_York_City_New_York.html";"07/27/2018";"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.";11;"A"
"287723";"99 CENT TASTY & FRESH PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d21127823-Reviews-99_Cent_Fresh_Pizza-New_York_City_New_York.html";"07/27/2018";"Live roaches present in facility's food and/or non-food areas.";13;""
"287732";"LA NOSTRA PIZZERIA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d4278942-Reviews-La_Nostra_Pizzeria-New_York_City_New_York.html";"07/27/2018";"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.";32;""
"287759";"FIORE'S PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d8319243-Reviews-Fiore_s_Pizza-New_York_City_New_York.html";"07/28/2017";"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilityâ€™s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.";30;""
"287771";"FIORE'S PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d8319243-Reviews-Fiore_s_Pizza-New_York_City_New_York.html";"07/28/2017";"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.";30;""
"287818";"NY FRESH PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d4915309-Reviews-NY_Fresh_Pizza-New_York_City_New_York.html";"07/28/2017";"Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.";26;""
"287819";"NOEL'S PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d15170724-Reviews-Noel_s_Pizza-New_York_City_New_York.html";"07/28/2017";"Food Protection Certificate not held by supervisor of food operations.";29;""
"287821";"NOEL'S PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d15170724-Reviews-Noel_s_Pizza-New_York_City_New_York.html";"07/28/2017";"Hot food item not held at or above 140Âº F.";29;""
"287837";"NOEL'S PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d15170724-Reviews-Noel_s_Pizza-New_York_City_New_York.html";"07/28/2017";"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.";29;""
"287842";"NY FRESH PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d4915309-Reviews-NY_Fresh_Pizza-New_York_City_New_York.html";"07/28/2017";"Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.";26;""
"287849";"FIORE'S PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d8319243-Reviews-Fiore_s_Pizza-New_York_City_New_York.html";"07/28/2017";"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.";30;""
"287958";"NOEL'S PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d15170724-Reviews-Noel_s_Pizza-New_York_City_New_York.html";"07/28/2017";"Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.";29;""
"288008";"NY FRESH PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d4915309-Reviews-NY_Fresh_Pizza-New_York_City_New_York.html";"07/28/2017";"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.";26;""
"288021";"NY FRESH PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d4915309-Reviews-NY_Fresh_Pizza-New_York_City_New_York.html";"07/28/2017";"Live roaches present in facility's food and/or non-food areas.";26;""
"288047";"FIORE'S PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d8319243-Reviews-Fiore_s_Pizza-New_York_City_New_York.html";"07/28/2017";"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.";30;""
"288049";"NY FRESH PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d4915309-Reviews-NY_Fresh_Pizza-New_York_City_New_York.html";"07/28/2017";"Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.";26;""
"288103";"FIORE'S PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d8319243-Reviews-Fiore_s_Pizza-New_York_City_New_York.html";"07/28/2017";"Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.";30;""
"288126";"WOLFGANG'S STEAKHOUSE BOUTIQUE";"https://www.tripadvisor.com/Restaurant_Review-g60763-d11799347-Reviews-Wolfgang_s_Steakhouse-New_York_City_New_York.html";"07/29/2016";"Food contact surface not properly maintained.";9;"A"
